,Escola,Curso,Cor ,Genero,Ano,Idade,Demora dormir,Sonhos ruins,Qualidade do sono,Relação com Amigos,Relação com Professores,Auto-Imag,Fisico,Social,Verbal,Material,Virtual,Mora com pais,Escolari-mãe,Escolari-pai,Nota-exatas,Nota-humanas,Nota-biológicas,Tipo escola,Bullying Total,Sofreu Bullying?,Cor Agrupada,Média-notas,Média-notas-cat,SOFREU-BULLYING
421,ETEC-BQ,Conc-Sub,Negra,Masculino,2,17,2-3 vezes por semana,0,Ruim,Boa,Boa,Regular,0,0,0,0,0,Não,Ensino médio,Graduação,4,3,3,Pública,0,Não Sofreu Bullying,Não-Branca,3.333333333333333,3.333333333333333,False
337,ETEC-OS,Conc-Sub,Negra,Masculino,2,18,< 1 vez por semana,0,Muito ruim,Muito boa,Muito boa,Regular,3,3,3,3,3,Não,Ensino médio,Fundamental 2,1,3,3,Pública,15,Sofreu Bullying,Não-Branca,2.333333333333333,2.333333333333333,True
236,RB,Integrado,Branca,Masculino,1,15,2-3 vezes por semana,1,Boa,Muito boa,Boa,Muito boa,1,0,1,0,0,Sim,Graduação,Graduação,3,4,4,Privada,2,Sofreu Bullying,Branca,3.6666666666666665,3.6666666666666665,True
207,IFSP,Integrado,Negra,Feminino,2,16,2-3 vezes por semana,1,Ruim,Regular,Boa,Regular,2,2,3,0,0,Sim,Ensino médio,Ensino médio,4,4,4,Pública,7,Sofreu Bullying,Não-Branca,4.0,4.0,True
212,IFSP,Integrado,Negra,Masculino,2,16,> 3 vezes por semana,2,Regular,Boa,Boa,Ruim,0,3,3,0,0,Sim,Graduação,Graduação,3,4,4,Pública,6,Sofreu Bullying,Não-Branca,3.6666666666666665,3.6666666666666665,True
295,SJ,Integrado,Branca,Masculino,1,15,2-3 vezes por semana,1,Muito ruim,Boa,Muito boa,Regular,1,1,3,1,1,Sim,Graduação,Graduação,1,4,4,Privada,7,Sofreu Bullying,Branca,3.0,3.0,True
447,ETEC-BQ,Conc-Sub,Parda,Masculino,4,19,1-2 vezes por semana,0,Boa,Muito boa,Muito boa,Boa,0,0,0,0,0,Sim,Pós-graduação,Graduação,4,4,3,Pública,0,Não Sofreu Bullying,Não-Branca,3.6666666666666665,3.6666666666666665,False
251,RB,Integrado,Branca,Feminino,1,15,> 3 vezes por semana,0,Regular,Muito boa,Muito boa,Boa,0,0,1,0,0,Sim,Graduação,Graduação,5,3,5,Privada,1,Sofreu Bullying,Branca,4.333333333333333,4.333333333333333,True
477,ETEC-HM,Conc-Sub,Parda,Feminino,3,19,> 3 vezes por semana,0,Regular,Boa,Muito boa,Muito boa,0,0,0,0,0,Não,Ensino médio,Ensino médio,3,3,3,Pública,0,Não Sofreu Bullying,Não-Branca,3.0,3.0,False
448,ETEC-BQ,Conc-Sub,Parda,Masculino,4,19,< 1 vez por semana,0,Ruim,Boa,Boa,Boa,2,0,2,0,0,Não,Fundamental 2,Ensino médio,3,3,3,Pública,4,Sofreu Bullying,Não-Branca,3.0,3.0,True
303,SJ,Integrado,Branca,Feminino,1,15,> 3 vezes por semana,0,Ruim,Boa,Regular,Muito ruim,0,3,6,2,4,Sim,Pós-graduação,Pós-graduação,5,5,5,Privada,15,Sofreu Bullying,Branca,5.0,5.0,True
350,ETEC-BQ,Conc-Sub,Branca,Masculino,2,16,2-3 vezes por semana,0,Ruim,Muito boa,Boa,Boa,0,0,1,0,0,Sim,Ensino médio,Ensino médio,3,4,4,Pública,1,Sofreu Bullying,Branca,3.6666666666666665,3.6666666666666665,True
269,RB,Integrado,Branca,Feminino,2,15,2-3 vezes por semana,2,Muito boa,Muito boa,Muito boa,Boa,0,1,0,0,0,Sim,Graduação,Graduação,4,4,4,Privada,1,Sofreu Bullying,Branca,4.0,4.0,True
201,IFSP,Integrado,Branca,Feminino,2,17,2-3 vezes por semana,0,Regular,Boa,Boa,Regular,2,1,5,2,3,Sim,Pós-graduação,Ensino médio,4,5,4,Pública,13,Sofreu Bullying,Branca,4.333333333333333,4.333333333333333,True
161,ETIM,Integrado,Parda,Masculino,1,15,< 1 vez por semana,0,Regular,Muito boa,Boa,Muito boa,4,2,5,6,4,Não,Ensino médio,Graduação,3,3,3,Pública,21,Sofreu Bullying,Não-Branca,3.0,3.0,True
43,ETIM,Integrado,Parda,Masculino,3,17,> 3 vezes por semana,3,Ruim,Muito boa,Regular,Regular,0,2,3,2,0,Sim,Ensino médio,Fundamental 1,4,3,5,Pública,7,Sofreu Bullying,Não-Branca,4.0,4.0,True
217,IFSP,Integrado,Branca,Feminino,2,16,> 3 vezes por semana,2,Regular,Muito boa,Muito boa,Ruim,0,1,1,0,0,Sim,Graduação,Graduação,3,4,3,Pública,2,Sofreu Bullying,Branca,3.333333333333333,3.333333333333333,True
401,ETEC-BQ,Conc-Sub,Parda,Feminino,1,18,> 3 vezes por semana,2,Muito ruim,Muito boa,Boa,Ruim,0,0,0,0,0,Não,Ensino médio,Ensino médio,4,3,3,Pública,0,Não Sofreu Bullying,Não-Branca,3.333333333333333,3.333333333333333,False
190,IFSP,Integrado,Parda,Masculino,2,16,1-2 vezes por semana,0,Regular,Boa,Boa,Muito boa,0,0,0,0,0,Não,Fundamental 2,Graduação,3,4,4,Pública,0,Não Sofreu Bullying,Não-Branca,3.6666666666666665,3.6666666666666665,False
309,SJ,Integrado,Branca,Feminino,2,16,1-2 vezes por semana,0,Muito ruim,Muito boa,Boa,Boa,0,0,0,0,0,Sim,Pós-graduação,Pós-graduação,3,4,5,Privada,0,Não Sofreu Bullying,Branca,4.0,4.0,False
259,RB,Integrado,Branca,Feminino,2,15,2-3 vezes por semana,1,Regular,Boa,Regular,Ruim,1,4,3,2,2,Não,Pós-graduação,Graduação,3,3,3,Privada,12,Sofreu Bullying,Branca,3.0,3.0,True
105,ETIM,Integrado,Parda,Masculino,1,15,> 3 vezes por semana,1,Boa,Muito boa,Boa,Boa,0,0,0,0,0,Sim,Ensino médio,Ensino médio,5,3,3,Pública,0,Não Sofreu Bullying,Não-Branca,3.6666666666666665,3.6666666666666665,False
53,ETIM,Integrado,Parda,Masculino,2,15,> 3 vezes por semana,0,Ruim,Boa,Boa,Regular,0,0,2,0,0,Sim,Fundamental 1,Fundamental 1,3,2,4,Pública,2,Sofreu Bullying,Não-Branca,3.0,3.0,True
389,ETEC-BQ,Conc-Sub,Branca,Masculino,2,18,> 3 vezes por semana,0,Ruim,Regular,Boa,Muito ruim,0,0,4,0,0,Sim,Ensino médio,Ensino médio,4,3,4,Pública,4,Sofreu Bullying,Branca,3.6666666666666665,3.6666666666666665,True
1,ETIM,Integrado,Parda,Feminino,1,15,2-3 vezes por semana,2,Ruim,Boa,Regular,Boa,0,1,0,0,0,Sim,Ensino médio,Fundamental 1,3,4,3,Pública,1,Sofreu Bullying,Não-Branca,3.333333333333333,3.333333333333333,True
432,ETEC-BQ,Conc-Sub,Branca,Masculino,4,17,2-3 vezes por semana,0,Regular,Regular,Regular,Boa,0,0,5,2,2,Sim,Graduação,Ensino médio,2,3,3,Pública,9,Sofreu Bullying,Branca,2.6666666666666665,2.6666666666666665,True
471,ETEC-HM,Conc-Sub,Parda,Feminino,2,17,> 3 vezes por semana,2,Muito ruim,Muito boa,Boa,Regular,0,0,0,0,0,Não,Fundamental 2,Fundamental 2,2,4,4,Pública,0,Não Sofreu Bullying,Não-Branca,3.333333333333333,3.333333333333333,False
49,ETIM,Integrado,Branca,Masculino,3,17,> 3 vezes por semana,0,Regular,Boa,Boa,Boa,3,3,5,2,0,Não,Fundamental 1,Fundamental 1,2,4,3,Pública,13,Sofreu Bullying,Branca,3.0,3.0,True
80,ETIM,Integrado,Branca,Feminino,3,18,1-2 vezes por semana,1,Boa,Muito boa,Regular,Ruim,0,0,0,1,0,Sim,Ensino médio,Ensino médio,3,4,4,Pública,1,Sofreu Bullying,Branca,3.6666666666666665,3.6666666666666665,True
205,IFSP,Integrado,Branca,Feminino,2,17,2-3 vezes por semana,3,Regular,Muito boa,Regular,Muito ruim,2,0,3,0,0,Sim,Ensino médio,Graduação,2,4,3,Pública,5,Sofreu Bullying,Branca,3.0,3.0,True
34,ETIM,Integrado,Parda,Feminino,1,15,1-2 vezes por semana,1,Boa,Regular,Boa,Boa,0,0,0,0,0,Sim,Ensino médio,Ensino médio,2,4,3,Pública,0,Não Sofreu Bullying,Não-Branca,3.0,3.0,False
263,RB,Integrado,Branca,Masculino,2,16,2-3 vezes por semana,1,Regular,Muito boa,Muito boa,Muito boa,0,0,1,1,1,Sim,Pós-graduação,Graduação,4,4,4,Privada,3,Sofreu Bullying,Branca,4.0,4.0,True
366,ETEC-BQ,Conc-Sub,Negra,Masculino,1,18,< 1 vez por semana,1,Regular,Boa,Boa,Muito boa,2,0,2,0,0,Não,Ensino médio,Ensino médio,3,3,3,Pública,4,Sofreu Bullying,Não-Branca,3.0,3.0,True
91,ETIM,Integrado,Branca,Feminino,3,18,> 3 vezes por semana,2,Regular,Regular,Boa,Muito ruim,1,6,6,2,3,Sim,Pós-graduação,Pós-graduação,4,5,5,Pública,18,Sofreu Bullying,Branca,4.666666666666667,4.666666666666667,True
339,ETEC-OS,Conc-Sub,Negra,Masculino,1,19,1-2 vezes por semana,1,Ruim,Boa,Boa,Muito boa,5,5,5,5,5,Não,Fundamental 2,Ensino médio,5,4,4,Pública,25,Sofreu Bullying,Não-Branca,4.333333333333333,4.333333333333333,True
462,ETEC-HM,Conc-Sub,Parda,Feminino,1,19,> 3 vezes por semana,1,Regular,Muito boa,Muito boa,Regular,0,0,0,0,0,Não,Ensino médio,Ensino médio,5,5,5,Pública,0,Não Sofreu Bullying,Não-Branca,5.0,5.0,False
52,ETIM,Integrado,Parda,Feminino,2,16,2-3 vezes por semana,3,Regular,Muito boa,Regular,Ruim,1,0,2,2,0,Sim,Fundamental 2,Ensino médio,3,4,4,Pública,5,Sofreu Bullying,Não-Branca,3.6666666666666665,3.6666666666666665,True
345,ETEC-OS,Conc-Sub,Parda,Feminino,2,19,< 1 vez por semana,0,Boa,Boa,Boa,Boa,4,4,4,4,4,Sim,Ensino médio,Ensino médio,2,4,4,Pública,20,Sofreu Bullying,Não-Branca,3.333333333333333,3.333333333333333,True
264,RB,Integrado,Branca,Feminino,2,16,2-3 vezes por semana,1,Regular,Muito boa,Boa,Muito boa,0,0,2,0,1,Sim,Fundamental 1,Fundamental 2,1,3,4,Privada,3,Sofreu Bullying,Branca,2.6666666666666665,2.6666666666666665,True
241,RB,Integrado,Branca,Masculino,1,15,< 1 vez por semana,2,Regular,Boa,Boa,Muito boa,2,1,6,5,2,Sim,Graduação,Pós-graduação,5,4,4,Privada,16,Sofreu Bullying,Branca,4.333333333333333,4.333333333333333,True
13,ETIM,Integrado,Parda,Feminino,2,16,2-3 vezes por semana,2,Regular,Muito boa,Muito boa,Muito boa,0,2,0,2,0,Sim,Ensino médio,Ensino médio,4,4,4,Pública,4,Sofreu Bullying,Não-Branca,4.0,4.0,True
315,SJ,Integrado,Branca,Masculino,2,16,1-2 vezes por semana,1,Regular,Muito boa,Muito boa,Regular,0,2,0,4,2,Sim,Graduação,Ensino médio,4,3,4,Privada,8,Sofreu Bullying,Branca,3.6666666666666665,3.6666666666666665,True
88,ETIM,Integrado,Parda,Masculino,3,17,2-3 vezes por semana,1,Ruim,Muito boa,Muito boa,Muito ruim,2,2,2,0,0,Não,Pós-graduação,Ensino médio,4,3,3,Pública,6,Sofreu Bullying,Não-Branca,3.333333333333333,3.333333333333333,True
387,ETEC-BQ,Conc-Sub,Branca,Masculino,2,18,> 3 vezes por semana,0,Regular,Muito boa,Muito boa,Muito boa,0,0,0,1,0,Não,Ensino médio,Ensino médio,4,4,4,Pública,1,Sofreu Bullying,Branca,4.0,4.0,True
273,RB,Integrado,Branca,Masculino,3,16,< 1 vez por semana,1,Regular,Muito boa,Regular,Muito boa,0,2,3,0,2,Não,Graduação,Ensino médio,4,4,4,Privada,7,Sofreu Bullying,Branca,4.0,4.0,True
166,ETIM,Integrado,Negra,Masculino,1,15,2-3 vezes por semana,2,Boa,Muito boa,Boa,Boa,4,0,2,6,3,Sim,Ensino médio,Fundamental 2,4,4,3,Pública,15,Sofreu Bullying,Não-Branca,3.6666666666666665,3.6666666666666665,True
328,SJ,Integrado,Branca,Masculino,3,17,1-2 vezes por semana,1,Muito ruim,Boa,Boa,Ruim,0,0,0,0,0,Não,Graduação,Graduação,5,3,5,Privada,0,Não Sofreu Bullying,Branca,4.333333333333333,4.333333333333333,False
481,ETEC-HM,Conc-Sub,Branca,Feminino,3,18,> 3 vezes por semana,2,Regular,Muito boa,Boa,Regular,0,0,0,0,0,Não,Ensino médio,Ensino médio,4,5,4,Pública,0,Não Sofreu Bullying,Branca,4.333333333333333,4.333333333333333,False
134,ETIM,Integrado,Branca,Masculino,2,16,> 3 vezes por semana,2,Boa,Boa,Boa,Regular,0,0,1,1,0,Sim,Graduação,Graduação,4,4,4,Pública,2,Sofreu Bullying,Branca,4.0,4.0,True
306,SJ,Integrado,Branca,Masculino,2,16,1-2 vezes por semana,1,Muito ruim,Muito boa,Boa,Muito boa,0,0,0,0,0,Sim,Pós-graduação,Ensino médio,4,5,5,Privada,0,Não Sofreu Bullying,Branca,4.666666666666667,4.666666666666667,False
469,ETEC-HM,Conc-Sub,Negra,Feminino,3,19,< 1 vez por semana,1,Regular,Boa,Boa,Boa,0,0,0,0,0,Não,Fundamental 2,Fundamental 1,3,4,3,Pública,0,Não Sofreu Bullying,Não-Branca,3.333333333333333,3.333333333333333,False
319,SJ,Integrado,Branca,Masculino,2,17,2-3 vezes por semana,1,Regular,Boa,Boa,Boa,0,5,1,0,0,Sim,Graduação,Pós-graduação,5,5,5,Privada,6,Sofreu Bullying,Branca,5.0,5.0,True
243,RB,Integrado,Branca,Feminino,1,15,> 3 vezes por semana,1,Regular,Boa,Muito boa,Regular,0,2,1,0,0,Sim,Pós-graduação,Graduação,5,2,4,Privada,3,Sofreu Bullying,Branca,3.6666666666666665,3.6666666666666665,True
54,ETIM,Integrado,Branca,Masculino,2,17,> 3 vezes por semana,0,Ruim,Ruim,Ruim,Ruim,1,2,3,1,1,Sim,Ensino médio,Graduação,3,3,3,Pública,8,Sofreu Bullying,Branca,3.0,3.0,True
363,ETEC-BQ,Conc-Sub,Branca,Masculino,1,16,> 3 vezes por semana,2,Ruim,Muito boa,Muito boa,Boa,0,0,0,0,0,Sim,Ensino médio,Fundamental 2,4,5,4,Pública,0,Não Sofreu Bullying,Branca,4.333333333333333,4.333333333333333,False
50,ETIM,Integrado,Branca,Masculino,3,16,< 1 vez por semana,2,Boa,Muito boa,Regular,Boa,0,0,0,0,0,Sim,Ensino médio,Ensino médio,4,4,4,Pública,0,Não Sofreu Bullying,Branca,4.0,4.0,False
174,ETIM,Integrado,Branca,Feminino,2,17,2-3 vezes por semana,2,Muito ruim,Boa,Boa,Regular,4,3,6,1,5,Sim,Ensino médio,Ensino médio,3,4,3,Pública,19,Sofreu Bullying,Branca,3.333333333333333,3.333333333333333,True
445,ETEC-BQ,Conc-Sub,Branca,Masculino,2,16,> 3 vezes por semana,0,Ruim,Boa,Boa,Ruim,0,1,1,4,1,Sim,Ensino médio,Graduação,4,3,3,Pública,7,Sofreu Bullying,Branca,3.333333333333333,3.333333333333333,True
189,IFSP,Integrado,Branca,Masculino,2,16,< 1 vez por semana,0,Boa,Muito boa,Boa,Boa,4,0,4,2,0,Sim,Ensino médio,Graduação,5,4,4,Pública,10,Sofreu Bullying,Branca,4.333333333333333,4.333333333333333,True
485,ETEC-HM,Conc-Sub,Parda,Feminino,1,18,< 1 vez por semana,2,Regular,Muito boa,Boa,Ruim,0,0,0,0,0,Sim,Ensino médio,Fundamental 1,5,4,4,Pública,0,Não Sofreu Bullying,Não-Branca,4.333333333333333,4.333333333333333,False
187,ETIM,Integrado,Parda,Masculino,3,18,> 3 vezes por semana,2,Boa,Muito boa,Boa,Boa,1,0,4,4,0,Não,Fundamental 1,Ensino médio,4,4,3,Pública,9,Sofreu Bullying,Não-Branca,3.6666666666666665,3.6666666666666665,True
169,ETIM,Integrado,Negra,Feminino,1,15,< 1 vez por semana,1,Ruim,Boa,Boa,Boa,0,1,1,0,0,Não,Graduação,Ensino médio,4,3,3,Pública,2,Sofreu Bullying,Não-Branca,3.333333333333333,3.333333333333333,True
58,ETIM,Integrado,Branca,Masculino,2,16,2-3 vezes por semana,0,Regular,Boa,Boa,Boa,2,0,6,3,0,Sim,Ensino médio,Ensino médio,4,4,4,Pública,11,Sofreu Bullying,Branca,4.0,4.0,True
48,ETIM,Integrado,Branca,Masculino,3,17,< 1 vez por semana,0,Boa,Muito boa,Muito boa,Boa,2,0,4,0,0,Sim,Graduação,Fundamental 2,3,4,3,Pública,6,Sofreu Bullying,Branca,3.333333333333333,3.333333333333333,True
344,ETEC-OS,Conc-Sub,Parda,Masculino,2,19,> 3 vezes por semana,0,Regular,Boa,Regular,Ruim,2,2,2,2,2,Não,Fundamental 1,Fundamental 1,3,3,3,Pública,10,Sofreu Bullying,Não-Branca,3.0,3.0,True
235,RB,Integrado,Branca,Masculino,1,16,2-3 vezes por semana,1,Boa,Muito boa,Boa,Boa,0,0,3,0,0,Sim,Pós-graduação,Graduação,4,4,4,Privada,3,Sofreu Bullying,Branca,4.0,4.0,True
252,RB,Integrado,Branca,Feminino,1,15,1-2 vezes por semana,0,Muito boa,Muito boa,Muito boa,Boa,1,3,2,1,0,Sim,Graduação,Graduação,4,4,4,Privada,7,Sofreu Bullying,Branca,4.0,4.0,True
21,ETIM,Integrado,Negra,Masculino,2,16,> 3 vezes por semana,1,Ruim,Muito boa,Regular,Muito boa,2,2,4,5,0,Não,Pós-graduação,Graduação,3,4,2,Pública,13,Sofreu Bullying,Não-Branca,3.0,3.0,True
313,SJ,Integrado,Branca,Feminino,2,15,2-3 vezes por semana,0,Regular,Muito boa,Muito boa,Muito boa,0,1,1,1,0,Sim,Graduação,Ensino médio,2,5,5,Privada,3,Sofreu Bullying,Branca,4.0,4.0,True
160,ETIM,Integrado,Parda,Masculino,1,16,1-2 vezes por semana,1,Boa,Muito boa,Boa,Muito boa,1,2,0,0,0,Sim,Ensino médio,Graduação,5,5,5,Pública,3,Sofreu Bullying,Não-Branca,5.0,5.0,True
276,RB,Integrado,Branca,Feminino,3,17,2-3 vezes por semana,1,Ruim,Muito boa,Boa,Regular,0,3,0,0,0,Sim,Graduação,Pós-graduação,2,5,3,Privada,3,Sofreu Bullying,Branca,3.333333333333333,3.333333333333333,True
443,ETEC-BQ,Conc-Sub,Branca,Masculino,4,19,1-2 vezes por semana,1,Ruim,Regular,Boa,Boa,3,0,3,0,0,Sim,Ensino médio,Ensino médio,3,4,4,Pública,6,Sofreu Bullying,Branca,3.6666666666666665,3.6666666666666665,True
191,IFSP,Integrado,Parda,Masculino,2,17,< 1 vez por semana,0,Boa,Muito boa,Boa,Muito boa,0,0,0,0,0,Sim,Ensino médio,Fundamental 2,4,4,5,Pública,0,Não Sofreu Bullying,Não-Branca,4.333333333333333,4.333333333333333,False
385,ETEC-BQ,Conc-Sub,Parda,Feminino,2,17,> 3 vezes por semana,2,Muito boa,Boa,Muito boa,Muito ruim,0,5,6,2,2,Sim,Ensino médio,Fundamental 2,1,5,4,Pública,15,Sofreu Bullying,Não-Branca,3.333333333333333,3.333333333333333,True
293,RB,Integrado,Branca,Feminino,3,17,> 3 vezes por semana,1,Regular,Muito boa,Boa,Boa,1,1,1,1,0,Sim,Graduação,Ensino médio,3,3,3,Privada,4,Sofreu Bullying,Branca,3.0,3.0,True
413,ETEC-BQ,Conc-Sub,Parda,Masculino,1,16,> 3 vezes por semana,0,Ruim,Boa,Boa,Boa,0,0,4,0,0,Sim,Fundamental 2,Fundamental 1,3,3,3,Pública,4,Sofreu Bullying,Não-Branca,3.0,3.0,True
343,ETEC-OS,Conc-Sub,Parda,Feminino,2,19,2-3 vezes por semana,1,Ruim,Muito boa,Boa,Regular,3,3,3,3,3,Não,Graduação,Graduação,5,4,4,Pública,15,Sofreu Bullying,Não-Branca,4.333333333333333,4.333333333333333,True
257,RB,Integrado,Branca,Feminino,2,15,1-2 vezes por semana,1,Boa,Muito boa,Boa,Muito boa,0,1,1,2,0,Não,Graduação,Graduação,3,4,4,Privada,4,Sofreu Bullying,Branca,3.6666666666666665,3.6666666666666665,True
308,SJ,Integrado,Parda,Masculino,2,16,1-2 vezes por semana,1,Muito ruim,Muito boa,Regular,Boa,1,3,3,0,4,Não,Pós-graduação,Fundamental 1,3,2,2,Privada,11,Sofreu Bullying,Não-Branca,2.333333333333333,2.333333333333333,True
149,ETIM,Integrado,Branca,Feminino,1,15,2-3 vezes por semana,2,Boa,Boa,Boa,Ruim,0,0,0,0,0,Sim,Pós-graduação,Pós-graduação,3,5,3,Pública,0,Não Sofreu Bullying,Branca,3.6666666666666665,3.6666666666666665,False
130,ETIM,Integrado,Branca,Masculino,3,19,> 3 vezes por semana,1,Regular,Boa,Regular,Regular,0,2,1,1,1,Sim,Ensino médio,Ensino médio,5,4,4,Pública,5,Sofreu Bullying,Branca,4.333333333333333,4.333333333333333,True
151,ETIM,Integrado,Branca,Feminino,1,16,2-3 vezes por semana,1,Regular,Boa,Boa,Ruim,0,0,0,0,1,Não,Ensino médio,Ensino médio,3,5,3,Pública,1,Sofreu Bullying,Branca,3.6666666666666665,3.6666666666666665,True
359,ETEC-BQ,Conc-Sub,Parda,Masculino,1,18,< 1 vez por semana,1,Ruim,Boa,Boa,Muito boa,0,3,0,0,0,Não,Fundamental 2,Fundamental 2,3,4,4,Pública,3,Sofreu Bullying,Não-Branca,3.6666666666666665,3.6666666666666665,True
99,ETIM,Integrado,Branca,Masculino,1,15,1-2 vezes por semana,0,Boa,Muito boa,Regular,Muito boa,0,0,0,2,0,Sim,Ensino médio,Fundamental 2,5,4,4,Pública,2,Sofreu Bullying,Branca,4.333333333333333,4.333333333333333,True
372,ETEC-BQ,Conc-Sub,Parda,Feminino,3,17,> 3 vezes por semana,2,Muito ruim,Muito boa,Boa,Boa,0,3,0,0,0,Não,Ensino médio,Fundamental 2,4,4,4,Pública,3,Sofreu Bullying,Não-Branca,4.0,4.0,True
87,ETIM,Integrado,Branca,Masculino,3,17,2-3 vezes por semana,1,Boa,Muito boa,Muito boa,Boa,0,0,0,0,0,Sim,Ensino médio,Fundamental 2,4,4,5,Pública,0,Não Sofreu Bullying,Branca,4.333333333333333,4.333333333333333,False
458,ETEC-HM,Conc-Sub,Branca,Masculino,2,19,> 3 vezes por semana,1,Regular,Muito boa,Boa,Boa,0,0,0,0,1,Não,Ensino médio,Ensino médio,5,5,5,Pública,1,Sofreu Bullying,Branca,5.0,5.0,True
330,ETEC-OS,Conc-Sub,Branca,Feminino,1,16,> 3 vezes por semana,2,Regular,Muito boa,Boa,Regular,3,3,3,3,3,Sim,Ensino médio,Fundamental 1,4,5,5,Pública,15,Sofreu Bullying,Branca,4.666666666666667,4.666666666666667,True
214,IFSP,Integrado,Parda,Feminino,2,16,> 3 vezes por semana,1,Regular,Boa,Muito boa,Regular,1,6,3,4,2,Não,Ensino médio,Ensino médio,2,4,3,Pública,16,Sofreu Bullying,Não-Branca,3.0,3.0,True
466,ETEC-HM,Conc-Sub,Parda,Masculino,3,17,> 3 vezes por semana,0,Regular,Muito boa,Muito boa,Boa,0,0,0,0,0,Sim,Fundamental 2,Ensino médio,3,3,3,Pública,0,Não Sofreu Bullying,Não-Branca,3.0,3.0,False
121,ETIM,Integrado,Branca,Masculino,2,16,> 3 vezes por semana,0,Regular,Boa,Boa,Muito boa,0,1,2,2,0,Sim,Graduação,Graduação,5,5,5,Pública,5,Sofreu Bullying,Branca,5.0,5.0,True
488,ETEC-HM,Conc-Sub,Negra,Masculino,1,19,2-3 vezes por semana,0,Muito ruim,Boa,Boa,Regular,0,0,0,0,0,Sim,Ensino médio,Ensino médio,4,4,4,Pública,0,Não Sofreu Bullying,Não-Branca,4.0,4.0,False
20,ETIM,Integrado,Branca,Feminino,2,17,< 1 vez por semana,2,Muito ruim,Boa,Boa,Regular,1,4,0,0,1,Sim,Graduação,Graduação,4,4,4,Pública,6,Sofreu Bullying,Branca,4.0,4.0,True
188,ETIM,Integrado,Negra,Masculino,3,18,1-2 vezes por semana,0,Boa,Boa,Boa,Regular,1,0,2,2,0,Sim,Ensino médio,Ensino médio,3,2,2,Pública,5,Sofreu Bullying,Não-Branca,2.333333333333333,2.333333333333333,True
71,ETIM,Integrado,Branca,Masculino,1,15,< 1 vez por semana,0,Boa,Boa,Boa,Boa,0,0,0,0,0,Sim,Fundamental 2,Fundamental 2,4,3,3,Pública,0,Não Sofreu Bullying,Branca,3.333333333333333,3.333333333333333,False
106,ETIM,Integrado,Branca,Masculino,1,16,1-2 vezes por semana,0,Regular,Boa,Regular,Boa,0,0,2,0,0,Não,Graduação,Ensino médio,5,3,4,Pública,2,Sofreu Bullying,Branca,4.0,4.0,True
270,RB,Integrado,Branca,Feminino,3,18,> 3 vezes por semana,1,Regular,Muito boa,Boa,Ruim,0,0,2,0,0,Sim,Graduação,Graduação,3,3,4,Privada,2,Sofreu Bullying,Branca,3.333333333333333,3.333333333333333,True
348,ETEC-BQ,Conc-Sub,Parda,Masculino,1,18,< 1 vez por semana,0,Boa,Muito boa,Muito boa,Muito boa,0,0,0,0,0,Sim,Ensino médio,Fundamental 2,4,4,4,Pública,0,Não Sofreu Bullying,Não-Branca,4.0,4.0,False
435,ETEC-BQ,Conc-Sub,Parda,Feminino,1,19,> 3 vezes por semana,1,Regular,Regular,Boa,Regular,0,0,0,0,0,Sim,Fundamental 1,Fundamental 1,4,3,3,Pública,0,Não Sofreu Bullying,Não-Branca,3.333333333333333,3.333333333333333,False
102,ETIM,Integrado,Branca,Masculino,1,15,< 1 vez por semana,1,Regular,Boa,Boa,Boa,2,0,0,0,0,Sim,Ensino médio,Ensino médio,4,4,3,Pública,2,Sofreu Bullying,Branca,3.6666666666666665,3.6666666666666665,True
